splimage,splshape_text,splimprint,splcolor_text
633040699,OVAL,RI91,YELLOW
675440250,ROUND,LH2;M,YELLOW
00555904358part2of2,ROUND,dp;570,WHITE
00555-0606-02_NLMIMAGE10_EC35760B,ROUND,555;606;b,WHITE
GSO13040,OVAL,D;85,ORANGE
675440568,ROUND,54;533,WHITE
00310-0755-90_891344FA,ROUND,5;crestor,YELLOW
68382-0056-10_1F128FD4,OVAL,WAR;5,ORANGE
00378-2537-01_04268244,CAPSULE,MYLAN;2537,GREEN;YELLOW
ZYD01990,ROUND,P4,ORANGE
50111064801,CAPSULE,PLIVA;648,WHITE
00115-3511-01_C60E6313,ROUND,G3511,WHITE
684620102,TRAPEZOID,100,PINK
433530675,CAPSULE,Pfizer;PGN;200,ORANGE
675440318,OVAL,2;WARFARIN;TARO,PURPLE
00039-0060-13_310918F8,ROUND,LASIX;40,WHITE
433530142,OVAL,2;1;2;WARFARIN;TARO,GREEN
433530090,CAPSULE,225;IG,WHITE
605050040,CAPSULE,APO;040,WHITE;GRAY
498840678,ROUND,A;151,YELLOW
67cebb68-5ab8-0e60-e053-2991aa0a0fbe,ROUND,Y212,WHITE
650b510b-52a3-4d63-e053-2a91aa0a9915,CAPSULE,IMI;10,RED;BROWN
504580330,OVAL,R3;JANSSEN,YELLOW
16110-0259-04_4515A2CD,CAPSULE,MONODOX;100;M;259,BROWN;YELLOW
00007-4205-11_1C198E1C,CAPSULE,HYCAMTIN;0;25;mg,WHITE
00172-4626-60_6B2DB59D,ROUND,20;4626,WHITE
4pt5mg_Capsule,CAPSULE,APO;R4;5,RED;RED
433530764,DIAMOND,VGR25;Pfizer,BLUE
510790966,ROUND,M;F1,YELLOW
865971b0-f14b-a39f-e053-2991aa0ae122,ROUND,FC,PINK
13811-0648-10_NLMIMAGE10_6F4537B9,ROUND,ET1,PINK
433530711,CAPSULE,MYLAN;3110,ORANGE;WHITE
00093-4069-01_E126F0B7,CAPSULE,TEVA;4069,BLUE
422910230,ROUND,CTI;102,WHITE
43547-0336-10_NLMIMAGE10_F139F8FF,ROUND,S;342,RED
523430040,ROUND,C;47,YELLOW
10_mg_Bethanechol_Chloride_Tablet,ROUND,AN;572,WHITE
68180-0557-09_C20E6163,ROUND,LU;F02,YELLOW
520540330,ROUND,DARAPRIM;A3A,WHITE
00603-3213-28_7015B82D,ROUND,2682;V,WHITE
WTS35130,ROUND,ABG;60,ORANGE
422910131,ROUND,cor;319,WHITE
422910372,OVAL,TEVA;7293,WHITE
54092-0189-81_381B9C6C,CAPSULE,2010;S429;250;mg,GREEN;BLUE
00378-2921-93_NLMIMAGE10_9243494A,OVAL,M;TN40,WHITE
510790658,ROUND,M;572,WHITE
18a79505-b506-62c0-e054-00144ff88e88,ROUND,21G,PINK
658620015,OVAL,A;6;7,PINK
50111033301,ROUND,PLIVA;333,WHITE
57237-0018-30_NLMIMAGE10_F63AFB57,CAPSULE,X;02,BLUE;WHITE
Carvedilol_Aurobindo__12.5mg,OVAL,E;03,WHITE
8b4cc008-292d-6d45-e053-2995a90ab899,OVAL,G352,WHITE
604290503,OVAL,S901,YELLOW
7d4bfcf9-0c2f-3272-e053-2991aa0af7a7,ROUND,Z;4,YELLOW
50111046801,ROUND,PLIVA;468,BLUE
167290041,CAPSULE,TCR;05,YELLOW
8dbc2ed6-664e-f985-e053-2995a90a1bfb,OVAL,RDY;3;20,PINK
840e9d8c-efc4-35d0-e053-2a91aa0a58c3,ROUND,LCI;1330,WHITE
00527-1346-10_47082381,ROUND,JSP;562,RED
2bd251b9-76f8-5758-e054-00144ff88e88,ROUND,AS,YELLOW;PINK;ORANGE
647200333,ROUND,CP;333,WHITE
83ffdd47-a1a5-5009-e053-2991aa0ab97b,ROUND,633,WHITE
607930802,ROUND,KPI;241;Corgard;80,BLUE
00378-2721-91_2507929C,ROUND,M;G21,BLUE
68180-0311-01_NLMIMAGE10_053B828C,ROUND,V11;LU,YELLOW
52544038428part1of2,ROUND,WATSON;384,PINK
636293378,ROUND,SEROQUEL;200,WHITE
6155f7ff-cedc-8d75-e053-2a91aa0a2b0d,ROUND,10;00,WHITE
00555904358part1of2,ROUND,dp;575,RED
00054-0020-25_250892B4,ROUND,54;346,WHITE
764f87fa-dde9-0e97-e053-2991aa0ab4ea,CAPSULE,665;665,WHITE;BROWN
581770264,OVAL,ETHEX;264;5;mg,YELLOW
534890530,ROUND,MP;147,WHITE
65862-0017-01_04080220,CAPSULE,A45,BLUE;PINK
498840029,ROUND,Par;029,PINK
50111032701,ROUND,PLIVA;327,ORANGE
50111064801,CAPSULE,PLIVA;648,WHITE
55111-0163-30_NLMIMAGE10_0D3C86C4,OVAL,163,WHITE
00378-4881-01_F5127AA3,ROUND,V;1;M,YELLOW
7a19920f-c49b-2458-e053-2991aa0a83d4,ROUND,3580;V,WHITE
68462-0103-40_6B1B35A9,OVAL,150,PINK
992070462,OVAL,DYN;135,PINK
534890677,ROUND,AR;787,WHITE
68462-0248-05_5E12AF25,ROUND,G51;150,PINK
50458-0580-30_791DBCBD,ROUND,10;Xa,RED
60505-2648-07_NLMIMAGE10_853CC2F6,CAPSULE,APO;T2,BLUE;BLUE
58468-0021-01_CB1C6593,OVAL,RENAGEL;800,WHITE
576640327,OVAL,327,WHITE
65162-0768-10_NLMIMAGE10_9D3CCEC6,OVAL,768;7;1;2;AN,YELLOW
7d39b499-33b9-c3d8-e053-2a91aa0aa147,CAPSULE,0;9;A,BROWN
604290175,CAPSULE,E21,WHITE
231550118,OVAL,H118,ORANGE
63304-0827-90_F51C7A93,OVAL,RX12,WHITE
50419-0488-58_SPLIMAGE30_1C190E68,ROUND,BAYER,RED
674050577,ROUND,AN;77,WHITE
864711ed-0f87-e66a-e053-2991aa0ab976,ROUND,SZ;12,WHITE
50111033401,OVAL,PLIVA;334,WHITE
43547-0257-50_NLMIMAGE10_FF48FFC7,OVAL,257,WHITE
516724027,OVAL,1;WARFARIN;TARO,PINK
43199-0011-01_C815E40F,ROUND,CL;11,WHITE
00093-2264-01_DE296F5B,OVAL,93;2264,WHITE
ZYD02050,OVAL,ZE71,WHITE
00406-0366-01_B315D9BE,OVAL,M366,WHITE
AUR08410,TRIANGLE,K;40,WHITE
422910680,ROUND,P;1,WHITE
68382-0064-10_2F129784,OVAL,WAR;2;1;2,GREEN
675440401,ROUND,2;COUMADIN,PURPLE
605052762,ROUND,APO;TP;100,YELLOW
422910380,OVAL,SLC;221,PINK
650b510b-52a3-4d63-e053-2a91aa0a9915,CAPSULE,IMI;10,RED;BROWN
675440338,ROUND,3572;V,ORANGE
7900f895-e48f-282b-e053-2991aa0ace94,CAPSULE,Xtra,BLUE
00378-3952-05_NLMIMAGE10_283A9434,OVAL,40,WHITE
605050248,OVAL,APO;MI;30,PINK
00378-0330-01_E4087273,ROUND,MYLAN;330,WHITE
00074-3455-90_261C9354,CAPSULE,A;1000;20,BLUE
00228-2779-11_3F211FE8,CAPSULE,R;2779,YELLOW
584680020,OVAL,RENAGEL;400,WHITE
51672-4044-01_CD1566CB,ROUND,T;47,PINK
67877-0295-05_NLMIMAGE10_9640CB36,CAPSULE,122,WHITE
422910109,OVAL,CTI;113,WHITE
604290147,OVAL,S20,WHITE
00781-5385-31_NLMIMAGE10_EA3CF537,CAPSULE,I113,GRAY
00093-5655-56_NLMIMAGE10_614730A9,OVAL,TV5655,YELLOW
605050268,ROUND,APO;BE;40,PINK
8cb3f805-b765-379b-e053-2995a90ad5d3,ROUND,L;U;C32,WHITE
62756-0511-83_NLMIMAGE10_BD445EF2,ROUND,511,YELLOW
50111043301,ROUND,PLIVA;433,WHITE
31722-0519-01_8C07C65E,ROUND,H;38,ORANGE
84119a8f-78dd-2882-e053-2a91aa0a6faa,ROUND,ZLP;10,YELLOW
604290324,OVAL,APO;ATV20,WHITE
59762-5008-01_8508C2E6,HEXAGON (6 SIDED),G;5008,WHITE
597621530,OCTAGON (8 SIDED),G1530;5,WHITE
672530381,OVAL,2;mg;ML;P17,YELLOW
53746-0465-05_C515E2BF,OVAL,IP;465,WHITE
433530904,OVAL,APO;ATV20,WHITE
360_mg_Mycophenolic_Acid_DR_Tablet,OVAL,APO;MYC;360,PINK
50111078766,OVAL,PLIVA;787,WHITE
ATX13210,ROUND,APO;MID;5,ORANGE
50111032701,ROUND,PLIVA;327,ORANGE
646790964,OVAL,W964,WHITE
00781-5191-01_CD20E6B7,CAPSULE,137;GG;330,GREEN
57237-0123-01_NLMIMAGE10_8D4746FA,ROUND,I;G;W;4,BLUE
49348-0704-10_NLMIMAGE10_04040220,CAPSULE,L544,WHITE
604290364,OVAL,OXC;150;APO,YELLOW
243380104,OVAL,EA,PINK
504740594,OVAL,ucb;250,BLUE
50111033301,ROUND,PLIVA;333,WHITE
604290735,OVAL,APO;083,WHITE
00093-2263-01_0029803C,OVAL,93;2263,WHITE
a0313f20-11db-6c7d-e053-2a95a90a60f1,CAPSULE,Suven;667,BLUE;WHITE
101440594,ROUND,A594,WHITE
605053246,ROUND,APO;FAM;250,WHITE
651620442,OVAL,AN;442,YELLOW
00093-8343-05_5607AB5D,ROUND,N;343;2;5,ORANGE
00555901467part2of2,ROUND,b;208,WHITE
607930801,ROUND,KPI;207;Corgard;40,BLUE
604290754,ROUND,K;14,WHITE
10_mg_Escitalopram_Tablet,OVAL,F;5;4,WHITE
00025-1891-51_4D132699,OVAL,CALAN;SR;240,GREEN
604290148,OVAL,S21,WHITE
00056-0173-70_A613530A,ROUND,7;1;2;COUMADIN,YELLOW
433530414,CAPSULE,Pfizer;PGN;150,WHITE
498840673,OVAL,P;P;673,WHITE
422910845,ROUND,NL;330,WHITE
604290291,OVAL,M;B1,WHITE
548685341,ROUND,5;crestor,YELLOW
8b0c5254-3b9e-4665-e053-2a95a90acc85,ROUND,981,YELLOW
510790565,ROUND,M;54;10,ORANGE
422910509,ROUND,AN;44,WHITE
68462-0158-13_NLMIMAGE10_E440F267,ROUND,G;8,WHITE
80_mg_Tablet,OVAL,APO;SO;80,WHITE
433530888,CAPSULE,120,PURPLE
00228-2539-50_35049AC4,ROUND,R;539,YELLOW
00002-3250-30_431E21C1,CAPSULE,LILLY;3250;80;mg,WHITE;BROWN
7df2b79e-e940-1048-e053-2991aa0a108b,CAPSULE,R;530,RED
67877-0216-60_D807EC3F,CAPSULE,203,BLUE
51991-0363-78_NLMIMAGE10_2541928C,ROUND,10,WHITE
604290294,CAPSULE,EP136,GREEN
162520592,ROUND,SA;100,WHITE
547380907,ROUND,MP;657,YELLOW
13668-0332-05_NLMIMAGE10_A03E5012,OVAL,13;32;505050,WHITE
591480002,ROUND,PLETAL;100,WHITE
604290367,ROUND,APO;PRA;10,PINK
162520536,OVAL,C;5,WHITE
525440629,ROUND,Watson;629,WHITE
51672-4030-01_D12668F3,OVAL,3;WARFARIN;TARO,BROWN
433530894,ROUND,E;213,WHITE
16729-0003-01_NLMIMAGE10_EA407543,OVAL,AHI;4,BLUE
31df9d2e-4549-2df2-e054-00144ff88e88,ROUND,AP;016,YELLOW
ATX13250,ROUND,APO;MID;10,BLUE
604290023,CAPSULE,WC402,GRAY
5b70f5aa-ed34-65ab-e053-2a91aa0a6777,ROUND,fr8,WHITE
633040590,OVAL,AAT;101,BLUE
13310-0119-07_EA04F527,OVAL,AR;374,PURPLE
604290052,ROUND,DAN;5658,WHITE
11042-0142-03_NLMIMAGE10_5E1B2F79,OVAL,MB-111,BLUE
58060-0002-01_NLMIMAGE10_8D3546FA,CAPSULE,Heyl;PB,BLUE
16571-0201-11_B205597A,ROUND,P;75,BROWN
43386-0660-24_D91DECBF,CAPSULE,Novel660;300mg,PURPLE
306980144,CAPSULE,R50,ORANGE
2356c567-01dc-0827-e054-00144ff88e88,CAPSULE,112;GG;336,PINK
00378-0731-01_B60E5B62,ROUND,MYLAN;731,WHITE
604290243,CAPSULE,ETO;200;MG,PINK
604290033,ROUND,T52,WHITE
433530860,ROUND,A;01,PINK
597623721,OVAL,G3721,BLUE
7a2a48bb-a028-6ccc-e053-2a91aa0a0013,ROUND,5,PINK
675440301,ROUND,R;33,PINK
29033-0004-12_C11360BB,CAPSULE,NC;300,PURPLE
00378-6232-01_70213849,ROUND,MX32,PINK
420230145,CAPSULE,145,ORANGE;BROWN
510790941,ROUND,M;A7,WHITE
24090-0473-88_4E15A77D,CAPSULE,INDERAL;LA;120,BLUE
400_mg_Quetiapine_Tablet,CAPSULE,LU;Y20,YELLOW
50111078855,OVAL,PLIVA;788,BLUE
604290955,OVAL,4;mg;ML;P18,ORANGE
25_mg_Sertraline_Tablet,OVAL,212;I;G,GREEN
51079-0620-06_NLMIMAGE10_973DCBEE,ROUND,A;Z,YELLOW
65862-0154-30_B71C5BD2,CAPSULE,C;55,YELLOW
605052519,OVAL,APO;CI;20,PINK
103700268,CAPSULE,TR,YELLOW;BROWN
597621710,DIAMOND,G;25mg,YELLOW
576640109,ROUND,109,PINK
625590165,OVAL,REGLAN5;ANI,GREEN
00173-0991-55splimage30-d7196Bcb,CAPSULE,Wellcome;ZOVIRAX;200,BLUE
604290321,ROUND,SG;139,WHITE
617480012,ROUND,VP;012,WHITE
317220200,ROUND,200;IG,WHITE
669930048,ROUND,7653,WHITE
675440087,ROUND,GG263,WHITE
2c7725fe-0f1a-4993-e054-00144ff8d46c,ROUND,AP;121,YELLOW
633040603,OVAL,AAT;108,BLUE
433530786,ROUND,APO;QUE;200,WHITE
433530833,ROUND,787;TEVA,WHITE
883dccf8-44b3-5f82-e053-2995a90a12dd,CAPSULE,RDY;597,GRAY
422910703,ROUND,269;IG,BROWN
60505-0065-00_SPLIMAGE30_412920F9,CAPSULE,APO;020,PINK;BROWN
31722-0256-30_NLMIMAGE10_1B478DDC,ROUND,IG;256,WHITE
00093-4443-01_9E2D4F0A,OVAL,4443;600,WHITE
29300-0112-10_NLMIMAGE10_433E21F1,TRIANGLE,U;U;112,WHITE
634810627,OVAL,PERCOCET;2;5,PINK
551110624,ROUND,IG;270,BROWN
50111043401,ROUND,PLIVA;434,WHITE
Tablet_Image_12Aug19,ROUND,T;50,YELLOW
433530864,CAPSULE,D;04,ORANGE
604290289,CAPSULE,CLOM50,YELLOW
604290018,CAPSULE,ASC;105,YELLOW
68382-0003-01_011300E8,ROUND,ZC;59,YELLOW
50111064801,CAPSULE,PLIVA;648,WHITE
88f3d13d-8228-7c14-e053-2995a90ab81b,ROUND,745;C,YELLOW
167140612,CAPSULE,A;1;7,BLUE
23155-0120-01_NLMIMAGE10_0A45855C,CAPSULE,HP120,GREEN
317220268,ROUND,268;IG,BROWN
00172-4364-60_C527E2FF,ROUND,4364;TEVA,YELLOW
00006-0221-31_DA15ED0F,ROUND,221,PINK
422910313,ROUND,44;588,PINK
00378-4884-01_4521A2FD,ROUND,M;V4,YELLOW
762820334,ROUND,IG;W;7;1;2,YELLOW
231550027,ROUND,HP;27,WHITE
422910674,CAPSULE,93;756;93;756;,GREEN;GREEN
510790935,CAPSULE,MYLAN;2537,GREEN;YELLOW
00555912366part2of2,ROUND,b;208,WHITE
510790881,ROUND,M;C;13,YELLOW
10144-0602-15_FA1DFD3F,CAPSULE,2;MG,BLUE
167140683,ROUND,A;02,PINK
422910641,CAPSULE,E502,BLUE
00093-7485-20_PART_1_OF_1_SPLIMAGE30_C73063F3,OVAL,93;7485,WHITE
51285-0692-02_NLMIMAGE10_8A2F454A,ROUND,OP;700,YELLOW
686820706,OVAL,B;240;mg,WHITE
551110683,CAPSULE,6I,WHITE
636293380,ROUND,SEROQUEL;50,WHITE
78d2efc3-976b-208d-e053-2991aa0ab5d9,ROUND,I;97,YELLOW
628560582,OVAL,262,PINK
433530133,ROUND,M;C34,WHITE
49884-0822-11_B9125CD2,ROUND,Par822,WHITE
433530690,ROUND,6150;V,ORANGE
510790078,CAPSULE,barr;302;50,YELLOW;RED
50111046801,ROUND,PLIVA;468,BLUE
16714-0692-10_NLMIMAGE10_10408864,CAPSULE,C;10,PINK
50419-0409-01_SPLIMAGE30_A619530A,ROUND,DD,YELLOW
523430052,CAPSULE,F;8;3,BLUE
590110410,ROUND,10;OP,WHITE
43547-0278-50_NLMIMAGE10_5E3BAF5D,CAPSULE,HH;330,WHITE
422910212,CAPSULE,S253;S,GREEN
604290329,ROUND,WATSON;488,GREEN
00378-0501-01_CA21657B,ROUND,M;501,ORANGE
433530656,OVAL,GLYBUR,BLUE
88dfac9a-c7e1-01be-e053-2995a90a6d40,ROUND,KU;261,PINK
523430031,CAPSULE,D;03,YELLOW
433530885,OVAL,IP220;1000,WHITE
274370109,CAPSULE,43;ANTARA;LUPIN,GREEN;WHITE
250_mg_Ciprofloxacin_Tablet,ROUND,P;250,WHITE
534890553,ROUND,MP;513,WHITE
501110901,CAPSULE,PA1000,ORANGE
50111043401,ROUND,PLIVA;434,WHITE
669930186,OVAL,g,PINK
604290570,OVAL,watson;395;50;05,GREEN
51672-4029-01_B9265CF2,OVAL,2;1;2;WARFARIN;TARO,GREEN
681800517,ROUND,LUPIN;40,YELLOW
50111046901,ROUND,PLIVA;469,GREEN
7964b3d9-e4e8-1f1e-e053-2a91aa0acbe3,ROUND,MP;47,WHITE
683080710,OVAL,D;0,WHITE
50844-0293-19_NLMIMAGE10_963BCB4E,CAPSULE,A99,BLUE
67cebb68-5ab8-0e60-e053-2991aa0a0fbe,ROUND,Y212,WHITE
597623781,OVAL,G3781,WHITE
51660-0142-90_NLMIMAGE10_023F0118,OVAL,RX125,PINK
136680083,CAPSULE,83,RED
938f1004-8b34-7141-e053-2a95a90aeb80,CAPSULE,RDY;398,WHITE
317220532,OVAL,60;H,WHITE
510790191,CAPSULE,MYLAN;147,GREEN
510790882,ROUND,M;C;14,GREEN
422910219,ROUND,CTI;222,WHITE
00781-5554-31_NLMIMAGE10_D944ECE7,ROUND,SZ;74,PINK
596760562,OVAL,600MG;TMC,ORANGE
AUR05970,CAPSULE,J;58,WHITE
231550026,ROUND,HP;26,WHITE
00310-0279-10_131C8994,CAPSULE,SEROQUEL;400,YELLOW
510790575,ROUND,M;T6,PURPLE
00591-0242-10_C216E157,ROUND,242;2;WATSON,WHITE
7bcdf1bb-88ec-3a48-e053-2a91aa0a9b05,OVAL,IP;466,WHITE
57237-0042-30_NLMIMAGE10_503F2879,CAPSULE,F;82,BLUE
605053137,CAPSULE,APO;QUE300,WHITE
49348-0009-10_F303F9BF,ROUND,325MG;L403,WHITE
00378-2072-01_8621435A,ROUND,L;22;M,BLUE
605050166,RECTANGLE,APO;FLU100,RED
62037-0560-05_F50E7AE3,CAPSULE,Logo;560,BLUE
644060006,CAPSULE,BG;12;240mg;,GREEN
67e774a6-c9aa-11e2-e053-2991aa0ac1d1,CAPSULE,Y213,WHITE
605050188,OVAL,APO;L30,RED
50844-0548-08_NLMIMAGE10_AF35D78E,OVAL,44;548,BLUE
604290038,CAPSULE,IG271;1;25;mg,YELLOW
678570700,CAPSULE,RP;700;Sectral;200,PURPLE;ORANGE
604290019,CAPSULE,S;700,WHITE
62175-0180-46_C2086133,OVAL,KU;180,WHITE
00093-2063-01_NLMIMAGE10_6F38B795,ROUND,93;V7,ORANGE
604290624,OVAL,APO;OLA;15,BLUE
64380-0735-06_NLMIMAGE10_7A443D01,ROUND,50,ORANGE
50_mg_Sertraline_Tablet,OVAL,213;I;G,BLUE
7df35985-5d7e-5e35-e053-2a91aa0a033c,ROUND,W;925,ORANGE
604290140,ROUND,831,WHITE
16729-0218-16_NLMIMAGE10_0E490778,ROUND,CI,PINK
00378-3495-01_15238AEC,ROUND,M;495,PINK
501110456,ROUND,PLIVA;456,BLUE
597621720,DIAMOND,G;50mg,YELLOW
00173-0642-55_C518E287,HEXAGON (6 SIDED),LAMICTAL;100,ORANGE
67cebb68-5ab8-0e60-e053-2991aa0a0fbe,ROUND,Y212,WHITE
422910622,ROUND,KU;204,PINK
604290566,DIAMOND,WATSON;744;1,WHITE
865ac576-5534-2104-e053-2991aa0a87ed,ROUND,FC,PINK
422910629,OVAL,I1,WHITE
8647bdca-c04e-2b5f-e053-2a91aa0ac243,ROUND,LAN;1109,WHITE
00456-1420-30_44132249,TRIANGLE,20;FL,BLUE
50458-0551-01_0F1607A0,OVAL,PAL;6,BROWN
675440408,ROUND,MYLAN;TH;1,GREEN
65597-0118-30_071D83EC,OVAL,C57,RED
240_mg_Tablet,OVAL,G74,BROWN
427470327,ROUND,TO;60,WHITE
101470901,ROUND,100;ER,WHITE
534890281,ROUND,MP;20,WHITE
68382-0272-01_NLMIMAGE10_08470408,OVAL,272,GRAY
656490101,CAPSULE,CZ,WHITE
55111-0197-30_D7236B9B,ROUND,RDY;197,BROWN
668690137,CAPSULE,G;246;50,WHITE
433530820,ROUND,2682;V,WHITE
674050543,ROUND,AN;543,WHITE
422910231,ROUND,CTI;103,WHITE
605050132,ROUND,APO;132,BROWN
597620170,ROUND,TO,WHITE
00087-2772-32_EB12F5D7,OVAL,2772,WHITE
00093-3109-53_Amoxicillin_500mg_Caps,CAPSULE,TEVA;3109,BROWN
433530688,OVAL,PREMARIN;0625,BROWN
00145-0090-25_DA196D4B,CAPSULE,A;10;mg,BROWN;WHITE
00145-0091-25_DD196ECB,CAPSULE,A;25;mg,BROWN;YELLOW
51285009287part1of2,ROUND,b;28,ORANGE
LUP02850,CAPSULE,LU;R01,BROWN;BROWN
53489-0146-01_8021C06E,OVAL,MP;85,WHITE
68180-0469-03_3D089EE4,ROUND,LU;G03,GREEN
621750897,ROUND,80,WHITE
510790983,ROUND,L;25;M,YELLOW
864711ed-0f87-e66a-e053-2991aa0ab976,ROUND,SZ;12,WHITE
29300-0242-10_NLMIMAGE10_7F45BFDD,ROUND,U;242,WHITE
100_mg_capsule_image,CAPSULE,MACRODANTIN;100;mg;52427;288,YELLOW
00591-2932-01_NLMIMAGE10_5E402F21,CAPSULE,DAN;3120,PINK
00093-2932-01_04090248,ROUND,N77,WHITE
422910619,ROUND,10;MP;89,WHITE
422910668,ROUND,TEVA;7202,GREEN
Caphalexin_250mg,CAPSULE,801,WHITE
45963-0600-09_NLMIMAGE10_863B432A,ROUND,F1;Actavislogo,RED
272f18b6-1b10-5621-e054-00144ff8d46c,ROUND,AP;012,WHITE
546290600,OVAL,NV13,RED
675440899,ROUND,551,WHITE
25_mg_Quetiapine_Tablet,ROUND,LU;Y15,PINK
605053136,ROUND,APO;QUE;200,WHITE
650b510b-52a3-4d63-e053-2a91aa0a9915,CAPSULE,IMI;10,RED;BROWN
00555905167part4of4,ROUND,b;334,WHITE
41814913-a908-0c8a-e054-00144ff8d46c,ROUND,FC,ORANGE
523430041,ROUND,C;48,YELLOW
605052552,OVAL,GAB;800;APO,WHITE
00025-1381-31_811340AA,OVAL,DAYPRO;1381,WHITE
604290180,ROUND,0524;0405,WHITE
658620112,CAPSULE,E;77,BROWN
605050082,OVAL,APO;SOT;240,WHITE
510790433,ROUND,MYLAN;TH;2,YELLOW
596760566,OVAL,800;T,RED
51079-0488-20_NLMIMAGE10_A83B546A,TRIANGLE,M;97,ORANGE
503830565,ROUND,500;pt,WHITE
50_mg_Tramadol_HCl_Tablet,ROUND,AN;627,WHITE
4ec4203e-f1f8-0398-e054-00144ff88e88,ROUND,SG;124,PINK
00093-5420-88_SPLIMAGE30_8E2BC72E,OVAL,0;5;5420,WHITE
00078-0324-44_39159CCC,CAPSULE,Exelon;3;mg,ORANGE
53489-0517-01_CF126783,ROUND,MP;168;25;25;50;50,WHITE
523430045,ROUND,D;11,WHITE
605050128,ROUND,APO;10;100,BLUE
502420064,ROUND,T;150,WHITE
672530382,OVAL,4;mg;ML;P18,ORANGE
51672-4125-01_50132849,OVAL,T29,WHITE
840df0e9-8e75-826b-e053-2991aa0a2d24,ROUND,4853;V,BLUE
62037-0577-01_10210878,OVAL,577;750,YELLOW
101440427,OVAL,A;10,WHITE
50111-0482-01_700EB835,OVAL,PLIVA;482,WHITE
504580387,CAPSULE,GAL;8,WHITE
597620155,OVAL,PD;155;10,WHITE
00185-5254-01_NLMIMAGE10_AD1FD6DE,CAPSULE,E5254,BROWN
433530349,OVAL,GP128,WHITE
605050159,OVAL,APO;SOT;120,WHITE
620370697,CAPSULE,Andrx;697;180;mg,BROWN;BLUE
60793-0859-01_00088024,OVAL,Levoxyl;dp;175,TURQUOISE
00603-5336-21_0E0E0760,ROUND,5085;V,WHITE
00591-3153-01_FB0E7DE3,CAPSULE,WPI;MINOCYCLINE;75,WHITE;YELLOW
00093-2069-01_NLMIMAGE10_E93F74EB,OVAL,593;TV,WHITE
433530912,ROUND,54;751,GREEN
433860330,ROUND,NL;330,WHITE
576640244,OVAL,244,WHITE
68180-0520-02_16088B04,ROUND,LL;B03,ORANGE
59762-2331-08_9B15CDBE,CAPSULE,A;47,PINK
422910130,ROUND,cor;318,WHITE
16729-0156-15_NLMIMAGE10_7F433FB9,ROUND,SI,RED
00555-9032-70_NLMIMAGE10_5F2FAFCD,ROUND,b;247,BROWN
762820228,CAPSULE,IG228;100;mg,BROWN;WHITE
00054-0107-29_E90E74E3,CAPSULE,54;794,ORANGE
422910132,ROUND,cor;320,WHITE
547380950,OVAL,200;3RP,BLUE
00143-1210-01_B304D9C6,ROUND,Westward;210,WHITE
00555-0097-96_NLMIMAGE10_B8425C12,ROUND,b;97;1,WHITE
63459070060,CAPSULE,15;mg;C;Cephalon,ORANGE
00378-0028-01_A308D1E6,ROUND,M;28,YELLOW
49702-0204-13_7E193F29,DIAMOND,GX;EJ7,GRAY
433530495,ROUND,G500,YELLOW
ASC02200,CAPSULE,220,GREEN
50474-0920-90_NLMIMAGE10_0A47850C,OVAL,Y,WHITE
50_mg_Venlafaxine_Tablet,ROUND,ZC;66,ORANGE
605050116,CAPSULE,APO;116,YELLOW
633040479,CAPSULE,EVOXAC;30mg,WHITE
31722-0534-01_RXNAVIMAGE10_AF3C57B2,OVAL,115;H,WHITE
32fa81e1-c837-2a24-e054-00144ff8d46c,CAPSULE,AP;20,PINK
00527-1349-10_53082981,ROUND,JSP;520,BLUE
675440886,ROUND,SYNTHROID;88,GREEN
433530927,ROUND,TEVA;7202,GREEN
675440507,ROUND,BAYER;20,ORANGE
422910812,CAPSULE,APO;T6,BLUE;BLUE
433530344,ROUND,GP127,WHITE
50111033301,ROUND,PLIVA;333,WHITE
433530493,ROUND,1;COUMADIN,PINK
523430069,OVAL,E;10,BLUE
65162-0514-50_BB1D5DAA,ROUND,AN;514,YELLOW
605050173,OVAL,APO;QU-10,BROWN
61442-0143-10_9816CC56,ROUND,CTI;143,WHITE
81a16fa7-2365-7bb7-e053-2a91aa0a2fa3,CAPSULE,WC;800,BROWN
504580639,ROUND,OMN;25,YELLOW
604290401,ROUND,634,PINK
433530870,ROUND,IG;202,WHITE
50111078766,OVAL,PLIVA;787,WHITE
422910730,ROUND,TEVA;5517,WHITE
597460173,ROUND,TL173,WHITE
510790985,OVAL,M;B1,WHITE
63304-0772-05_711B38A9,ROUND,RX7,WHITE
00009-5191-02_3C159E1C,CAPSULE,4,BLUE
50111033401,OVAL,PLIVA;334,WHITE
548684947,OVAL,ucb;500,YELLOW
597623719,OVAL,G3719,WHITE
7b90540f-d68f-1d89-e053-2a91aa0a7c89,CAPSULE,ZA;43;1;25mg,WHITE;YELLOW
50474-0595-40_EC15F63F,OVAL,ucb;500,YELLOW
510790190,CAPSULE,MYLAN;143,GREEN
BLP01110,CAPSULE,RDY;LAN,PINK;GREEN
7df3366d-aefa-9352-e053-2991aa0a8cab,CAPSULE,PAR;867,WHITE
8f728344-1e8b-aa9f-e053-2a95a90afcf5,CAPSULE,LU;D11,ORANGE
7df2ec94-b5e7-8aec-e053-2a91aa0a46cf,ROUND,E;205,WHITE
00591-5325-01_240E1210,OVAL,DAN;DAN;5325,WHITE
512850444,ROUND,dp;44,BLUE
